sample_index,true_tx,y_true,y_pred,closed_set_pred,unknown_score,rx,date,weight_time,weight_frequency_phase,weight_domain,weight_open_set,reliability_time,reliability_frequency_phase,reliability_domain,reliability_open_set,cluster
2574,20-12,64,120,71,0.9849881126975585,13-14,2021_03_23,0.23294324,0.011195507,0.14030945,0.61555177,0.025459172,0.0761525,0.05754738,0.05074332,1
2616,7-11,26,120,100,0.14273493597525605,13-14,2021_03_23,0.017443603,0.05310175,0.019011581,0.9104431,0.016972288,0.052034132,0.14405991,0.04859101,1
2632,19-20,22,120,74,0.19082951322785696,13-14,2021_03_23,0.38617057,0.1591435,0.12168679,0.33299917,0.022943344,0.19429515,0.049889766,0.13544153,11
2651,2-12,75,120,29,0.15233927491603497,2-19,2021_03_23,0.12415134,0.8428551,0.00547355,0.027519971,0.011132528,0.009669745,0.036846336,0.12894909,0
2712,20-1,76,120,76,0.6271005511458868,8-14,2021_03_23,0.43768466,0.3980829,0.039036028,0.1251964,0.01311832,0.06580757,0.047871746,0.13629413,3
2720,3-13,50,120,50,0.15115953420825476,13-14,2021_03_23,0.4678854,0.05217129,0.14722528,0.332718,0.010524417,0.3047125,0.046144594,0.15247026,11
2726,20-12,64,120,54,0.20121034113589725,1-19,2021_03_23,0.9814197,0.00048005342,0.011672739,0.0064275167,0.011761504,0.043971,0.027807005,0.050133374,3
2730,1-9,53,120,112,0.9916837159278027,2-19,2021_03_23,0.8726754,0.03579298,0.0759895,0.015542172,0.0381191,0.06319291,0.03030652,0.06413638,10
2765,1-12,28,120,28,0.17505139453882185,1-19,2021_03_23,0.12412242,0.75580114,0.09337213,0.026704345,0.014492372,0.085709274,0.030959392,0.10391839,8
2793,1-11,46,120,54,0.14094845172624468,13-14,2021_03_23,0.37179437,0.100140505,0.12038075,0.40768436,0.010839379,0.23109347,0.047636565,0.08604689,3
2851,19-2,74,120,22,0.5719210041830738,13-14,2021_03_23,0.967599,0.00091755996,0.026354507,0.005128886,0.025074676,0.07106901,0.04245085,0.045125,3
2857,2-4,17,120,58,0.8470816069454334,1-19,2021_03_23,0.16326088,0.10363184,0.7087282,0.024379129,0.022576394,0.08191428,0.032154664,0.20200054,0
2876,12-1,112,120,67,0.4596494789088817,18-2,2021_03_23,0.9020216,0.0029274859,0.012008015,0.08304293,0.065476075,0.055308037,0.05193724,0.07116272,10
2879,11-4,60,120,60,0.16439478225920964,13-14,2021_03_23,0.039739836,0.66843534,0.027791401,0.26403347,0.016498826,0.14336675,0.043299105,0.07511443,4
2884,2-16,56,120,67,0.23013034183507788,18-2,2021_03_23,0.10331803,0.024460763,0.8664885,0.0057326257,0.19966236,0.05157141,0.06421911,0.10668455,7
2886,11-7,49,120,1,0.2167581019721892,1-19,2021_03_23,0.23174834,0.0021630076,0.6108773,0.15521139,0.020750955,0.029349538,0.02957701,0.045636073,1
2887,19-2,74,120,110,0.6411819262798854,2-19,2021_03_23,0.97557336,0.0064273668,0.014999731,0.0029996128,0.12179357,0.044019613,0.03844049,0.08610616,3
2890,7-10,40,120,40,0.6605010604848881,18-2,2021_03_23,0.029596722,0.013374991,0.03015967,0.9268686,0.024108676,0.06908127,0.056206718,0.11666732,1
2893,20-4,103,120,76,0.9931662846770812,2-19,2021_03_23,0.79174453,0.07194983,0.012694784,0.123610914,0.026185889,0.03648681,0.0584472,0.07924034,3
2907,6-1,80,120,64,0.9439490244119944,13-14,2021_03_23,0.9239484,0.013796192,0.032850362,0.029405031,0.048236605,0.04425696,0.040068924,0.08585311,10
2912,7-10,40,120,2,0.33331545773312266,18-2,2021_03_23,0.95627654,0.00025576647,0.024197068,0.019270655,0.015893446,0.06924911,0.029038263,0.02411865,11
2934,14-8,72,120,31,0.8914333778544414,2-19,2021_03_23,0.025802692,0.00255324,0.0057612658,0.9658828,0.020578874,0.21892418,0.029242277,0.0074116313,9
2969,1-10,116,120,59,0.2659604957189608,18-2,2021_03_23,0.09069118,0.08874641,0.043066926,0.7774955,0.027422972,0.10761218,0.038349062,0.11717022,1
3005,2-7,95,120,34,0.10997756070451094,1-19,2021_03_23,0.017480282,0.9406933,0.01446422,0.027362203,0.03020714,0.030897465,0.035506576,0.12682173,4
3007,1-20,110,120,67,0.9993815398442976,18-2,2021_03_23,0.46119958,0.025484214,0.2196291,0.29368705,0.06194195,0.054928824,0.030247286,0.0557109,10
3015,11-20,104,120,104,0.7921285705509709,18-2,2021_03_23,0.15676524,0.813073,0.011340636,0.01882112,0.01604653,0.1655214,0.04670396,0.11655311,8
3028,2-1,100,120,16,0.9611495496835759,18-2,2021_03_23,0.94539136,0.0006459523,0.013952911,0.040009845,0.02708553,0.031779382,0.030554337,0.038878225,10
3058,1-12,28,120,60,0.3471891242794902,18-2,2021_03_23,0.93861115,0.001356745,0.04710667,0.0129255,0.07651731,0.04037164,0.03661214,0.046888366,6
3097,8-3,85,120,85,0.12836251010391955,13-14,2021_03_23,0.155222,0.818965,0.017989974,0.007823001,0.011664653,0.04695185,0.060140315,0.13042732,8
3100,19-4,94,120,8,0.9915396353780185,2-19,2021_03_23,0.26431125,0.46500984,0.015490286,0.2551886,0.019824343,0.16223317,0.02555728,0.085630395,8
3129,1-11,46,120,28,0.15648702960164593,13-14,2021_03_23,0.7473802,0.008609142,0.021663317,0.22234735,0.03731539,0.031728204,0.100254685,0.051074717,6
3144,5-1,61,120,59,0.30463101024310235,2-19,2021_03_23,0.9716683,0.0020093564,0.012229738,0.014092602,0.031948604,0.045451365,0.04243914,0.067381784,3
3162,20-12,64,120,71,0.6513380349314087,13-14,2021_03_23,0.27880093,0.0011691531,0.022026177,0.69800377,0.033805806,0.20090327,0.056737553,0.03516021,1
3181,2-1,100,120,100,0.9996163458924794,18-2,2021_03_23,0.7363085,0.014693056,0.1642221,0.08477635,0.012504269,0.034288373,0.043373812,0.0406409,3
3232,1-1,57,120,24,0.1690618500526253,13-14,2021_03_23,0.018599764,0.96816283,0.008856626,0.0043807724,0.009717723,0.28886715,0.05596491,0.15708688,4
3238,1-1,57,120,80,0.29597491969434025,13-14,2021_03_23,0.9393007,0.01721417,0.027490385,0.015994782,0.0071886983,0.17724827,0.053280197,0.060465973,11
3240,8-14,66,120,82,0.9161180066035718,18-2,2021_03_23,0.056100857,0.47796303,0.028242486,0.4376937,0.026126873,0.09607008,0.060524452,0.035842873,0
3282,15-1,16,120,49,0.9217646985307275,8-14,2021_03_23,0.70148236,0.010114242,0.16755122,0.120852195,0.021115758,0.06316379,0.031991534,0.042150866,6
3290,1-1,57,120,21,0.2205055452573091,18-2,2021_03_23,0.15440707,0.6677085,0.1638665,0.014017866,0.010984569,0.17619418,0.051563762,0.073534034,8
3341,13-3,11,120,24,0.22570340653028187,1-19,2021_03_23,0.57980317,0.004354699,0.28714675,0.12869538,0.02710055,0.025664743,0.03608849,0.05182419,3
3345,19-20,22,120,22,0.32638353477798593,2-19,2021_03_23,0.556218,0.052172832,0.2365949,0.15501429,0.025100801,0.17000872,0.027188003,0.03753205,11
3346,3-18,24,120,11,0.7477616526690212,18-2,2021_03_23,0.6698424,0.028694676,0.18050317,0.12095973,0.009847094,0.13378757,0.042634197,0.088178195,3
3354,8-8,89,120,51,0.9746621228446606,18-2,2021_03_23,0.83995473,0.0027214545,0.030705836,0.12661803,0.009609561,0.14146848,0.03969266,0.025114108,11
3362,2-4,17,120,76,0.45744171881986323,2-19,2021_03_23,0.15482432,0.80266154,0.035876486,0.006637603,0.016608786,0.054601025,0.029197464,0.19092987,0
3363,20-17,39,120,115,0.9487176924057599,18-2,2021_03_23,0.88182247,0.011749567,0.04214224,0.06428566,0.12221319,0.068690374,0.036934007,0.030836927,6
3382,20-14,58,120,103,0.20368253466706512,2-19,2021_03_23,0.016821481,0.76100016,0.09402655,0.12815183,0.027856855,0.04414059,0.046236943,0.22205932,4
3387,18-12,30,120,78,0.12695668593015197,18-2,2021_03_23,0.9641178,0.00401916,0.011252111,0.02061091,0.15275331,0.04019745,0.0901669,0.16473213,10
3393,1-2,21,120,2,0.9409938247221505,1-19,2021_03_23,0.6798698,0.008147906,0.0735536,0.23842871,0.012023041,0.087985426,0.023130331,0.05773875,3
3444,19-2,74,120,74,0.9539813891221083,13-14,2021_03_23,0.98863995,0.001516108,0.0033677577,0.006476271,0.024616808,0.099621825,0.028255833,0.06089856,3
3465,2-1,100,120,78,0.5205457025247862,18-2,2021_03_23,0.910878,0.011872149,0.06118243,0.016067475,0.12269839,0.04536249,0.026691176,0.1371287,10
3494,4-11,65,120,65,0.893980194245779,18-2,2021_03_23,0.36533704,0.027887676,0.079105906,0.5276693,0.013800276,0.028899865,0.038492355,0.037003934,1
3509,1-20,110,120,53,0.39117846043595095,18-2,2021_03_23,0.7995414,0.031296074,0.05120797,0.11795453,0.1815059,0.03750484,0.1072895,0.14294006,10
3521,18-4,31,120,67,0.9986386462680175,18-2,2021_03_23,0.9687427,0.0029284116,0.00791999,0.020408887,0.053042937,0.04909685,0.02994016,0.042168025,10
3537,8-8,89,120,24,0.7966252261626457,18-2,2021_03_23,0.7196398,0.016455004,0.18973689,0.07416826,0.008790058,0.04725253,0.03325289,0.05016822,3
3543,6-1,80,120,11,0.18735208576361584,13-14,2021_03_23,0.9536853,0.0039070263,0.0233454,0.019062322,0.02026036,0.13427188,0.06755645,0.082691334,3
3552,1-1,57,120,57,0.2484294771216343,13-14,2021_03_23,0.14878011,0.6373833,0.19124416,0.022592528,0.009458552,0.21614048,0.05628047,0.10284629,8
3555,8-3,85,120,85,0.13534591875437346,13-14,2021_03_23,0.6874944,0.14484064,0.14680131,0.020863641,0.009180949,0.042071737,0.06101117,0.09077082,3
3557,13-3,11,120,46,0.2011988259734334,2-19,2021_03_23,0.8403601,0.0059289867,0.08606148,0.06764952,0.014568635,0.048637588,0.030785238,0.04170175,3
3558,20-18,8,120,14,0.39799410806681573,18-2,2021_03_23,0.6032008,0.01155814,0.3792351,0.0060060024,0.012745032,0.11120264,0.0564165,0.13543503,11
3608,10-20,118,120,81,0.7492267653155799,18-2,2021_03_23,0.42668372,0.21855938,0.1444946,0.21026225,0.29226023,0.05754361,0.043838646,0.16527532,5
3614,5-1,61,120,92,0.8181735388119514,1-19,2021_03_23,0.77092934,0.014732613,0.12916249,0.08517554,0.014523904,0.06351089,0.028756844,0.038596153,3
3636,4-11,65,120,65,0.9529071638209503,13-14,2021_03_23,0.570312,0.10818715,0.2599538,0.061547045,0.012777135,0.03912195,0.0598822,0.039917503,3
3653,13-3,11,120,11,0.12812839837785422,8-14,2021_03_23,0.0053852,0.9713553,0.021215811,0.0020436738,0.028232198,0.10142571,0.033628937,0.07941168,4
3656,2-15,23,120,38,0.12830186415843384,18-2,2021_03_23,0.0352276,0.0022719977,0.1792235,0.783277,0.020883523,0.25078502,0.04578444,0.011897212,9
3657,12-1,112,120,89,0.9955446470647111,18-2,2021_03_23,0.70964605,0.010679018,0.094950855,0.1847241,0.019689452,0.06814003,0.06994392,0.028573718,11
3675,8-8,89,120,24,0.12924654402273664,13-14,2021_03_23,0.065319754,0.6307604,0.025441032,0.27847883,0.0076512857,0.15386981,0.053813122,0.08719113,4
3686,20-4,103,120,34,0.8047256757376222,2-19,2021_03_23,0.050758906,0.9144364,0.014421764,0.020382855,0.02845385,0.044662494,0.060387135,0.13902129,4
3700,13-14,3,120,50,0.9990833074771365,1-19,2021_03_23,0.55989254,0.003797197,0.18330818,0.2530021,0.025817668,0.2529944,0.03440276,0.020398917,11
3717,2-7,95,120,34,0.2006835260138509,1-19,2021_03_23,0.0040197563,0.9517668,0.008132589,0.036080886,0.03177224,0.031388517,0.041223884,0.11613264,4
3727,17-10,97,120,115,0.964873894743966,1-19,2021_03_23,0.8993233,0.003572244,0.0746584,0.022446126,0.046096552,0.0490596,0.02127983,0.04690233,6
3740,4-10,15,120,15,0.44040456532025685,13-14,2021_03_23,0.023676628,0.0057421615,0.0028704263,0.9677108,0.011063799,0.07182913,0.030067027,0.077734694,2
3761,1-1,57,120,15,0.3217167649141326,18-2,2021_03_23,0.01491787,0.97668785,0.005155299,0.003238934,0.011651776,0.19757642,0.043884203,0.10538482,8
3770,1-1,57,120,99,0.9990654791730706,8-14,2021_03_23,0.6874004,0.11451986,0.05773848,0.14034127,0.017119385,0.12437261,0.028098075,0.07024008,11
3776,4-10,15,120,15,0.9876423256956542,18-2,2021_03_23,0.31190035,0.08745645,0.04727914,0.55336404,0.009575712,0.068325594,0.045911852,0.05543077,2
3787,3-18,24,120,74,0.2780026900398999,18-2,2021_03_23,0.21661632,0.0042605894,0.053936854,0.7251863,0.026376603,0.07087323,0.02898295,0.030840546,1
3794,11-20,104,120,104,0.23094915016898068,18-2,2021_03_23,0.018909693,0.9581477,0.0020326248,0.020909898,0.02739235,0.15326071,0.05460976,0.09043212,8
3821,20-4,103,120,74,0.3130709126035301,1-19,2021_03_23,0.7077441,0.037750848,0.14289844,0.111606576,0.011920176,0.03735731,0.024493644,0.053849403,3
3850,11-4,60,120,32,0.18859528585003332,8-14,2021_03_23,0.81364226,0.009000574,0.14295068,0.034406446,0.029747168,0.050196037,0.04000716,0.04423974,6
3865,11-19,12,120,6,0.16346662646870724,2-19,2021_03_23,0.15754618,0.0009281288,0.019324835,0.8222009,0.022590086,0.10362625,0.026879545,0.026711525,9
3914,10-1,67,120,11,0.11598551988347713,18-2,2021_03_23,0.6788857,0.052110035,0.071531855,0.19747235,0.018448487,0.12148719,0.047334664,0.068291575,3
3923,1-1,57,120,115,0.9805106872715214,8-14,2021_03_23,0.9110833,0.015009581,0.04510284,0.028804285,0.015799547,0.11406398,0.027289663,0.0625396,11
3924,10-20,118,120,67,0.7662386370367994,1-19,2021_03_23,0.9717923,0.0026081654,0.0050182934,0.020581378,0.17276104,0.055540796,0.05444724,0.10238224,3
3930,11-20,104,120,74,0.14642127837243135,18-2,2021_03_23,0.9969886,4.4443655e-05,0.0015214507,0.0014456097,0.025160005,0.05118421,0.029959153,0.03568321,3
3934,5-1,61,120,67,0.9841295782178001,18-2,2021_03_23,0.9732593,0.008024828,0.010408327,0.008307475,0.016174493,0.036107667,0.053212043,0.05440052,10
3992,20-4,103,120,67,0.602190529602828,1-19,2021_03_23,0.8829058,0.00056722766,0.11381931,0.0027076628,0.19139275,0.038996167,0.030490745,0.07777337,10
4010,1-1,57,120,51,0.5008658445692776,13-14,2021_03_23,0.6616298,0.1641089,0.15803514,0.016226115,0.011530226,0.1923955,0.05890703,0.14183475,11
4068,4-10,15,120,15,0.9447368454339323,18-2,2021_03_23,0.115003966,0.054415822,0.1403077,0.6902725,0.011633783,0.09233058,0.049209464,0.06883468,2
4079,2-1,100,120,64,0.8917675642898247,18-2,2021_03_23,0.96229994,0.0032428892,0.009647662,0.024809562,0.012909276,0.03858308,0.08115174,0.049421035,10
4080,19-1,52,120,50,0.5792254767960306,1-19,2021_03_23,0.5732757,0.003001031,0.4093,0.014423274,0.01741478,0.11895962,0.031242685,0.04000829,11
4099,13-8,119,120,67,0.4035956472449006,18-2,2021_03_23,0.09772017,0.032000948,0.86289597,0.007382901,0.28100392,0.028926417,0.064842395,0.13674079,7
4100,7-10,40,120,67,0.29872901460803775,18-2,2021_03_23,0.99097025,0.00022847754,0.006442619,0.0023586277,0.051839583,0.047655907,0.026353236,0.050699998,10
4104,14-8,72,120,88,0.3413433498824678,18-2,2021_03_23,0.82048583,0.010347164,0.15773524,0.0114316605,0.03525258,0.023319265,0.0398362,0.051555946,0
4114,1-1,57,120,80,0.3573964583165715,1-19,2021_03_23,0.84409225,0.013015174,0.11060797,0.03228469,0.016517539,0.08996776,0.037101727,0.078815475,11
4130,17-10,97,120,97,0.6295544857223028,1-19,2021_03_23,0.9175296,0.002094045,0.064940296,0.015436036,0.04360251,0.041136276,0.023665627,0.034939267,6
4140,19-7,107,120,60,0.9510013643897524,13-14,2021_03_23,0.67654526,0.004314448,0.2635533,0.055587035,0.030465115,0.05474258,0.036781665,0.026237253,6
4155,2-7,95,120,34,0.15956689666850798,2-19,2021_03_23,0.08028409,0.88476384,0.019559436,0.015392642,0.012115757,0.030563422,0.040032897,0.13882324,4
4169,7-10,40,120,22,0.9846849108507931,18-2,2021_03_23,0.9801804,0.00047442265,0.0137620475,0.0055831177,0.030881146,0.044721678,0.04367598,0.037468486,3
4174,19-2,74,120,78,0.3156386069345245,13-14,2021_03_23,0.9780066,0.0061103813,0.0055476576,0.010335355,0.06884553,0.040955197,0.051791813,0.10317558,10
4182,4-10,15,120,20,0.7795386677437997,18-2,2021_03_23,0.15133886,0.29579568,0.06973944,0.483126,0.016885854,0.15980713,0.046644993,0.0720255,2
4233,3-18,24,120,76,0.2565458727892194,18-2,2021_03_23,0.17881079,0.72939825,0.05402563,0.037765317,0.014504861,0.10495911,0.044170294,0.09868618,4
4281,3-13,50,120,51,0.919833995188055,13-14,2021_03_23,0.28787234,0.2962727,0.12707458,0.2887804,0.009938525,0.22341974,0.045402236,0.109044515,9
4318,1-19,32,120,74,0.18564977785258602,18-2,2021_03_23,0.17692845,0.008526817,0.013113351,0.8014315,0.012105592,0.06266129,0.049967438,0.10166903,3
4324,18-8,48,120,111,0.8176023456264889,1-19,2021_03_23,0.96988904,0.00045170062,0.016471248,0.0131880995,0.018938616,0.122958176,0.032270033,0.030763334,11
4343,8-3,85,120,85,0.11521563340174117,13-14,2021_03_23,0.3631112,0.36187086,0.2534147,0.02160326,0.008796009,0.04533751,0.058979526,0.13045946,3
4345,19-6,114,120,117,0.9338376177651585,2-19,2021_03_23,0.12836258,0.24619989,0.221969,0.40346858,0.027517034,0.01839255,0.031232582,0.0661132,0
4362,20-17,39,120,20,0.9980119732336761,18-2,2021_03_23,0.80754095,0.019124512,0.07536716,0.097967416,0.14034224,0.038167946,0.040698204,0.016741076,10
4397,15-15,44,120,81,0.17199122495395808,2-19,2021_03_23,0.39879978,0.25754553,0.25050858,0.09314613,0.3894158,0.037294053,0.051633835,0.20180276,5
4430,18-12,30,120,38,0.9312539836698979,2-19,2021_03_23,0.06957238,0.00363418,0.37352479,0.5532687,0.020153275,0.29766715,0.019283488,0.0072224448,9
4433,19-2,74,120,22,0.9612884741770822,13-14,2021_03_23,0.9163319,0.0054580905,0.05137295,0.02683708,0.016083635,0.041664567,0.04597633,0.05118692,3
4439,7-1,73,120,77,0.9992884638911488,2-19,2021_03_23,0.40304032,0.16272774,0.13007957,0.30415234,0.076525375,0.13877697,0.029050512,0.020904193,10
4467,1-9,53,120,112,0.3302577705461678,1-19,2021_03_23,0.7163319,0.15671192,0.103379965,0.023576228,0.04655229,0.04717865,0.042753547,0.1270604,10
4468,2-1,100,120,74,0.9989790553949351,18-2,2021_03_23,0.45844012,0.002205044,0.050322805,0.48903203,0.013115864,0.026529405,0.031596176,0.028464647,1
4479,1-1,57,120,76,0.9992509762679466,8-14,2021_03_23,0.78792006,0.049719516,0.03518798,0.12717244,0.045281593,0.08468202,0.02934102,0.060762808,10
4533,2-4,17,120,58,0.11386889820072568,1-19,2021_03_23,0.3028315,0.37462017,0.28916463,0.033383697,0.018074391,0.05622491,0.031013152,0.22709414,0
4560,11-4,60,120,60,0.549054673012794,8-14,2021_03_23,0.0073462008,0.7040452,0.02047314,0.26813546,0.011599504,0.113789506,0.051385753,0.06702843,4
4570,2-15,23,120,33,0.7565716697936405,18-2,2021_03_23,0.006344824,0.001385362,0.09976969,0.89250016,0.016576193,0.4253298,0.05619453,0.007241431,9
4583,20-4,103,120,74,0.9966144593465199,2-19,2021_03_23,0.83819854,0.014305922,0.02286034,0.12463523,0.043102972,0.04403294,0.049779695,0.0627168,10
4600,4-11,65,120,97,0.9948946605556734,18-2,2021_03_23,0.8173442,0.0024574953,0.088363126,0.09183515,0.03396799,0.07258279,0.032672666,0.037086774,6
4606,15-1,16,120,71,0.1726162285155499,8-14,2021_03_23,0.008004943,0.0028849042,0.0043045864,0.9848055,0.027954852,0.070946306,0.039471578,0.07656734,1
4611,1-20,110,120,110,0.16555313151293696,18-2,2021_03_23,0.62363225,0.2324362,0.09282413,0.05110739,0.2980512,0.033244334,0.053183295,0.16907479,5
4614,7-10,40,120,32,0.7396047584416059,18-2,2021_03_23,0.9215557,0.0033071379,0.060339924,0.014797187,0.02243738,0.042818107,0.04795227,0.057597395,3
4639,9-1,25,120,64,0.14621925184638548,13-14,2021_03_23,0.13510756,0.006423069,0.022808991,0.8356604,0.028490294,0.15864363,0.049333252,0.054933775,1
4658,4-10,15,120,15,0.9538719220612526,13-14,2021_03_23,0.114979796,0.034440055,0.018359225,0.8322209,0.012247579,0.057231884,0.030569399,0.077628955,2
4665,6-1,80,120,76,0.5845323986317924,8-14,2021_03_23,0.8743663,0.0032245147,0.11414832,0.0082608955,0.015876735,0.038339708,0.06067565,0.08924463,10
4671,20-1,76,120,85,0.2783699432715504,1-19,2021_03_23,0.2107494,0.41135517,0.17900272,0.19889271,0.025286473,0.059067555,0.028705852,0.23269339,8
4685,20-12,64,120,24,0.920535507635402,1-19,2021_03_23,0.56795245,0.0076934732,0.20094547,0.22340862,0.01317293,0.04533155,0.026116282,0.03751889,3
4701,20-3,69,120,81,0.23988623041077622,18-2,2021_03_23,0.5875676,0.19200431,0.112871416,0.1075566,0.48870057,0.03152658,0.0556382,0.18076013,5
4720,20-10,81,120,110,0.9392696196807827,18-2,2021_03_23,0.8053988,0.04786346,0.060349718,0.086388014,0.23061813,0.05753466,0.108176306,0.13323872,10
4731,3-18,24,120,85,0.39531125964749125,18-2,2021_03_23,0.90502256,0.001718668,0.07704262,0.016216168,0.01812691,0.03477873,0.026095176,0.034167115,6
4760,1-1,57,120,77,0.9677532202311919,8-14,2021_03_23,0.87898266,0.003102996,0.041357048,0.07655722,0.014000795,0.14074215,0.026785038,0.038341574,11
4775,19-2,74,120,11,0.21269761429595313,8-14,2021_03_23,0.8481667,0.036544647,0.08067238,0.034616265,0.013979004,0.10538178,0.04484919,0.08208248,3
4838,1-20,110,120,10,0.25825240331709287,2-19,2021_03_23,0.06589428,0.63964,0.046444178,0.2480216,0.5474815,0.082853235,0.07228404,0.1971705,0
4884,19-2,74,120,74,0.32971340362499846,13-14,2021_03_23,0.8938123,0.0036622488,0.082944125,0.01958132,0.025304284,0.0443712,0.05580256,0.0536437,3
4888,1-1,57,120,51,0.6042322000267459,13-14,2021_03_23,0.15183368,0.7350292,0.09742286,0.01571425,0.008425891,0.1453419,0.05399207,0.2062962,8
4911,1-12,28,120,28,0.6427070169116007,2-19,2021_03_23,0.80323756,0.0053491616,0.12652406,0.06488916,0.030281937,0.037067804,0.029291738,0.050304294,6
4914,16-1,1,120,40,0.48544122485812474,1-19,2021_03_23,0.042108852,0.3918559,0.08163394,0.48440138,0.024393093,0.05955703,0.033436265,0.0781386,1
4945,7-10,40,120,74,0.84949944441048,18-2,2021_03_23,0.9122305,9.231164e-05,0.003169168,0.08450805,0.022791855,0.043815352,0.036436047,0.028372172,11
4959,4-11,65,120,65,0.9829038637008765,18-2,2021_03_23,0.5861589,0.23068465,0.14701638,0.036140088,0.01186873,0.026708774,0.042990893,0.09928247,3
4979,18-2,90,120,82,0.39558499130410263,1-19,2021_03_23,0.20611107,0.3914623,0.078083076,0.3243435,0.016823802,0.060559765,0.035896372,0.10831323,0
4987,18-8,48,120,48,0.2894442025265166,1-19,2021_03_23,0.09208513,0.7922381,0.049487323,0.06618938,0.021820515,0.14103483,0.026467124,0.13504645,0
4988,1-20,110,120,112,0.19647693239314276,1-19,2021_03_23,0.7934211,0.15221493,0.036892753,0.017471204,0.07095492,0.043372802,0.029912446,0.12811606,10
4998,19-4,94,120,88,0.37419895496413036,8-14,2021_03_23,0.9188537,0.006501378,0.004744857,0.06990002,0.1065497,0.055303503,0.06636793,0.07814059,10
4999,13-3,11,120,11,0.1256491573545514,8-14,2021_03_23,0.2639943,0.47123718,0.18326925,0.08149932,0.032767095,0.11419481,0.034294516,0.097831875,1
5012,20-4,103,120,110,0.11553528155110883,2-19,2021_03_23,0.9950525,0.001358707,0.0020937268,0.0014950469,0.118769795,0.04556796,0.050202355,0.09830958,10
5014,1-1,57,120,21,0.9306516045494345,8-14,2021_03_23,0.5244475,0.41493583,0.047201876,0.013414841,0.019850971,0.1514073,0.027755113,0.14276655,11
5048,2-2,78,120,81,0.661607991696482,18-2,2021_03_23,0.61494714,0.07519021,0.16131409,0.14854859,0.34745514,0.034673925,0.08066316,0.12821288,5
5081,20-17,39,120,110,0.2308561116459437,18-2,2021_03_23,0.33889362,0.23488672,0.30072856,0.12549108,0.33572432,0.034205984,0.05503201,0.2005719,5
5131,20-4,103,120,103,0.9783238714586096,8-14,2021_03_23,0.046187706,0.8919673,0.034078326,0.027766725,0.016757695,0.04595686,0.05032537,0.13423106,4
5134,1-2,21,120,89,0.14236207771026133,18-2,2021_03_23,0.56491417,0.008598179,0.36134964,0.065137975,0.007763286,0.1056246,0.046654813,0.06655165,3
5175,10-20,118,120,74,0.9846883731145192,18-2,2021_03_23,0.57021254,0.040224127,0.051957004,0.33760625,0.11606687,0.04377681,0.08404905,0.068135574,10
5178,1-10,116,120,65,0.6822291605000714,18-2,2021_03_23,0.37015197,0.06681167,0.055766176,0.50727016,0.018738652,0.058041148,0.03929331,0.089899264,1
5186,7-10,40,120,64,0.7094655454978969,2-19,2021_03_23,0.97839385,0.0004835983,0.016100157,0.0050224015,0.014182322,0.06796266,0.027172044,0.047032844,10
5189,4-10,15,120,15,0.7672972495554558,18-2,2021_03_23,0.049333237,0.057845853,0.014793652,0.8780272,0.010599773,0.07024817,0.04663613,0.07159589,2
5200,1-1,57,120,51,0.2552167597048905,13-14,2021_03_23,0.3433436,0.48057413,0.1583573,0.017724931,0.00839616,0.22819455,0.054004177,0.18352255,8
5219,15-15,44,120,78,0.26522540553921126,1-19,2021_03_23,0.64916635,0.03141034,0.26107773,0.058345556,0.19515516,0.025218878,0.053722017,0.18392465,10
5240,19-20,22,120,2,0.9158964743775665,18-2,2021_03_23,0.15630452,0.19296736,0.118747376,0.53198075,0.011925513,0.18257608,0.050390244,0.043103464,9
5249,2-1,100,120,74,0.9982977198408415,18-2,2021_03_23,0.9108456,0.00018040847,0.016967429,0.07200655,0.035803575,0.034685448,0.036775142,0.024576424,10
5255,10-1,67,120,67,0.9454942599252181,18-2,2021_03_23,0.9291672,0.0067436597,0.02766038,0.036428854,0.21232054,0.046260104,0.037785314,0.09534214,10
5272,11-7,49,120,105,0.3331717926413274,1-19,2021_03_23,0.8535201,0.054366145,0.009599259,0.082514465,0.13728857,0.07343651,0.045273516,0.09397392,3
5285,19-5,91,120,29,0.18444250441016402,2-19,2021_03_23,0.08091102,0.7438938,0.16200545,0.013189636,0.014671993,0.015926588,0.031106485,0.115986824,0
5299,20-4,103,120,103,0.19620256711001585,8-14,2021_03_23,0.028429333,0.8815535,0.03947662,0.05054065,0.014194161,0.047982514,0.047881655,0.14718132,4
5306,20-12,64,120,47,0.9769593632872319,13-14,2021_03_23,0.40743613,0.085895784,0.041691337,0.46497673,0.037713066,0.10591387,0.060709033,0.03615842,1
5308,20-1,76,120,105,0.2629185915869024,8-14,2021_03_23,0.8508484,0.01161007,0.098851606,0.03868994,0.06777943,0.067207895,0.043027416,0.053147864,6
5314,19-1,52,120,67,0.8112946707770964,2-19,2021_03_23,0.932272,0.0014324927,0.049919903,0.016375544,0.015554546,0.042114113,0.025333334,0.03901054,3
5325,19-20,22,120,74,0.1854655854604609,18-2,2021_03_23,0.9602383,0.00042234425,0.01315524,0.026184132,0.014944417,0.047533743,0.03103904,0.047284566,3
5335,4-10,15,120,15,0.9946131979445194,18-2,2021_03_23,0.107769966,0.013705498,0.021878958,0.8566455,0.011195014,0.08909548,0.051352922,0.04932569,2
